idx,날짜,기준금리(%),국내총생산(시장가격 GDP)(십억원)2,국내총소득(GDI)2,국민총소득(GNI)2,소비자물가지수(2015 = 100)2,경제성장률(%)1,실업률(%)3,국내총투자율(%),총저축률(%),원/미국달러(매매기준율 평균 원),KOSPI(평균),KOSDAQ(평균)2,아파트 거래량 매매(서울)1,총 인구(명),가계대출(조원)1,평균전세가율(서울)6,평균아파트매매가격(서울)
185,2017년 5월,1.25,434823.2,442965.6,444167.7,102.85,0.7,4.9,32.7,36.6,1125.28,2301.89,628.86,12276,51732586,1313,71.58469323,786.3
186,2017년 6월,1.25,437831.1,443499,443983.6,102.72,0.7,4.1,32.7,36.6,1130.04,2372.2,642.66,14593,51736224,1313,71.59000402,724
187,2017년 7월,1.25,437831.1,443499,443983.6,102.83,0.7,4.2,32,37.7,1134.4,2412.9,667.55,19044,51744948,1313,71.61675188,766.8
188,2017년 8월,1.25,437831.1,443499,443983.6,102.61,1.5,3.6,32,37.7,1130.79,2372.18,662.45,18541,51753820,1341.3,71.63768706,703.7
189,2017년 9월,1.25,444245.2,453018.5,455920.4,102.78,1.5,3.8,32,37.7,1131.59,2371.84,645.6,22647,51762492,1341.3,71.68679954,797.4
190,2017년 10월,1.25,444245.2,453018.5,455920.4,103.37,1.5,3.4,32.7,36.7,1131.57,2482.87,657.26,14688,51769092,1341.3,71.64721992,806.7
191,2017년 11월,1.5,444245.2,453018.5,455920.4,103.49,-0.1,3.6,32.7,36.7,1105.04,2533.51,674.47,9090,51774649,1370.1,71.54893759,866.4
192,2017년 12월,1.5,443912.1,447244,449746.7,103.39,-0.1,3.3,32.7,36.7,1085.78,2467.73,751.04,11616,51778544,1370.1,71.19905549,866.2
193,2018년 1월,1.5,443912.1,447244,449746.7,102.62,-0.1,3.2,32,35.9,1066.7,2520.94,768.16,16955,51779148,1370.1,71.03571493,849
194,2018년 2월,1.5,443912.1,447244,449746.7,102.99,1.1,3.1,32,35.9,1079.58,2439.1,872.45,18212,51779892,1387.2,70.80243745,765.2
195,2018년 3월,1.5,448645.4,455313.6,457111.4,103.42,1.1,3.3,32,35.9,1071.89,2451.57,863.64,15305,51784669,1387.2,70.896352,742.5
196,2018년 4월,1.5,448645.4,455313.6,457111.4,104.21,1.1,3.7,31.9,36,1067.76,2458.22,867.92,20673,51790131,1387.2,70.83381126,743.1
197,2018년 5월,1.5,448645.4,455313.6,457111.4,104.1,0.6,4.6,31.9,36,1076.39,2461.3,879.89,10130,51796179,1409.2,70.72655825,749.1
198,2018년 6월,1.5,451406.9,452966.9,454315.9,104.29,0.6,4.5,31.9,36,1092.8,2394.51,863.84,12312,51801449,1409.2,70.689959,757.2
199,2018년 7월,1.5,451406.9,452966.9,454315.9,104.34,0.6,4.1,30.3,36.3,1122.8,2284.25,850.6,9013,51806977,1409.2,70.06895324,862.8
200,2018년 8월,1.5,451406.9,452966.9,454315.9,104.13,0.6,4,30.3,36.3,1121.15,2283.8,793.49,13648,51812153,1427.2,69.34495832,879.2
201,2018년 9월,1.5,454011.9,453956.6,455907.2,103.93,0.6,3.7,30.3,36.3,1120.6,2307.33,786,13182,51817851,1427.2,68.74251809,866.9
202,2018년 10월,1.5,454011.9,453956.6,455907.2,104.85,0.6,3.7,31.6,35.5,1130.81,2153.48,824.62,17564,51821881,1427.2,68.27445383,822.7
203,2018년 11월,1.75,454011.9,453956.6,455907.2,105.65,0.9,4,31.6,35.5,1128.58,2083.33,724.95,16609,51824477,1446.6,67.8660774,826.7
204,2018년 12월,1.75,457941.1,452777.5,454818.9,105.46,0.9,3.6,31.6,35.5,1122.9,2070.13,687.78,7848,51826059,1446.6,67.55954249,811.2
205,2019년 1월,1.75,457941.1,452777.5,454818.9,104.71,0.9,3.5,30.6,34.7,1122,2101.98,676.49,6590,51826287,1446.6,67.3478208,816.4
206,2019년 2월,1.75,457941.1,452777.5,454818.9,104.35,-0.3,3.2,30.6,34.7,1122.45,2210.2,690.46,7000,51829538,1451.7,67.00483975,844.7
207,2019년 3월,1.75,456385.5,453625,455085.5,104.24,-0.3,3.4,30.6,34.7,1130.72,2161.91,739.71,4625,51833175,1451.7,66.17638398,889
208,2019년 4월,1.75,456385.5,453625,455085.5,104.69,-0.3,4.5,32.3,34.7,1140.95,2212.12,742.44,6464,51836763,1451.7,65.94651194,981.6
209,2019년 5월,1.75,456385.5,453625,455085.5,104.49,1,4.7,32.3,34.7,1183.29,2086.9,755.68,6275,51840339,1468,65.91759415,1065.7
210,2019년 6월,1.75,461013.9,450757,454175.4,104.87,1,4.3,32.3,34.7,1175.62,2105.3,715.13,7278,51842636,1468,65.88549633,1099.4
211,2019년 7월,1.5,461013.9,450757,454175.4,105.05,1,4.4,30.9,35,1175.31,2079.48,714.47,11205,51845612,1468,59.36119928,1072
212,2019년 8월,1.5,461013.9,450757,454175.4,104.88,0.4,4,30.9,35,1208.98,1944.24,667.48,13597,51847538,1481.4,59.18162194,1022
213,2019년 9월,1.5,462744.8,450727.7,455991,104.56,0.4,4,30.9,35,1197.55,2045.21,595.05,13960,51849253,1481.4,59.04925496,1072.7
214,2019년 10월,1.25,462744.8,450727.7,455991,104.81,0.4,3.9,30.8,34.4,1184.13,2065.75,632.96,11483,51850705,1481.4,59.05408679,1063.3
215,2019년 11월,1.25,462744.8,450727.7,455991,105.2,1.3,3,30.8,34.4,1167.45,2128.79,644.97,14393,51851427,1504.6,59.08599451,1057.9
216,2019년 12월,1.25,468814.3,453623.9,458884.6,105.46,1.3,3.1,30.8,34.4,1175.84,2147.01,656.89,15032,51849861,1504.6,59.10637399,1012.4
217,2020년 1월,1.25,468814.3,453623.9,458884.6,104.87,1.3,3,31.2,36,1164.28,2203.44,640.54,18298,51847509,1504.6,59.08488461,902.4
218,2020년 2월,1.25,468814.3,453623.9,458884.6,105.12,-1.3,3.1,31.2,36,1193.79,2167.12,671.12,17545,51844627,1521.8,59.07684411,934.8
219,2020년 3월,0.75,462805.5,450827.5,455435.6,105.79,-1.3,3.4,31.2,36,1220.09,1786.75,667.3,16515,51843195,1521.8,59.05888677,912.5
220,2020년 4월,0.75,462805.5,450827.5,455435.6,105.8,-1.3,4.1,32.7,34.5,1225.23,1849.59,549.44,15521,51842524,1521.8,58.92294418,947.5
221,2020년 5월,0.5,462805.5,450827.5,455435.6,105.54,-3.2,4.1,32.7,34.5,1228.67,1965.17,615.6,7332,51841371,1546,58.76294285,1046.5
222,2020년 6월,0.5,448209.3,442242.6,445361.9,104.95,-3.2,4.2,32.7,34.5,1210.01,2134.7,695.3,9767,51839408,1546,58.42601419,1117
223,2020년 7월,0.5,448209.3,442242.6,445361.9,104.71,-3.2,4.2,30.8,35.7,1198.9,2195.95,743.57,15761,51839852,1546,57.24328333,1121.8
224,2020년 8월,0.5,448209.3,442242.6,445361.9,104.87,2.1,4.5,30.8,35.7,1186.85,2349.87,781.02,24038,51839953,1585.7,57.35522718,1213.4
225,2020년 9월,0.5,457783.7,453997.5,455873.4,104.86,2.1,4.3,30.8,35.7,1178.8,2371.52,835.29,12277,51841786,1585.7,57.37400008,1216.4
226,2020년 10월,0.5,457783.7,453997.5,455873.4,105.5,2.1,4,30.8,37.2,1144.68,2357.82,865.53,13207,51838016,1585.7,57.45676439,1202.2
227,2020년 11월,0.5,457783.7,453997.5,455873.4,106.2,1.2,3.1,30.8,37.2,1116.76,2504.18,832.64,10276,51834302,1630.2,57.5767802,1293.8
228,2020년 12월,0.5,463395,457605.1,462259.6,105.61,1.2,3.6,30.8,37.2,1095.13,2755.77,850.78,10548,51829023,1630.2,57.63310786,1353
229,2021년 1월,0.5,463395,457605.1,462259.6,105.5,1.2,3.7,31,37.4,1097.49,3089.27,928.02,14060,51825932,1630.2,57.26045816,1336.7
230,2021년 2월,0.5,463395,457605.1,462259.6,105.67,1.7,3.4,31,37.4,1111.72,3092.41,,14004,51824142,1666,57.30464146,1312.6
231,2021년 3월,0.5,472602.2,467453.4,473782.1,106.47,1.7,4.1,31,37.4,1131.02,3032.47,975.31,8804,51705905,1666,57.4532807,1283.4
232,2021년 4월,0.5,472602.2,467453.4,473782.1,107,1.7,5.7,,,1119.4,3165.08,956.98,8336,51702100,1666,57.64431837,1372.2
233,2021년 5월,0.5,472602.2,467453.4,473782.1,107.16,,4.9,,,1123.28,3169.2,935.33,11709,51683025,,57.98856032,
234,2021년 6월,,,,,107.39,,4.3,,,1121.3,,1001.79,9428,51672400,,58.35472755,
,,,,,,107.46,,4,,,,,969.08,,,,58.54871134,
,,,,,,107.39,,4,,,,,,,,,58.52030131,
,,,,,,,,,,,,,,,,,58.51607995,
,,,,,,,,,,,,,,,,,58.43145054,
,,,,,,,,,,,,,,,,,58.30376966,
,,,,,,,,,,,,,,,,,58.18690678,
