idx,날짜,기준금리(%),국내총생산(시장가격 GDP)(십억원),국내총소득(GDI),국민총소득(GNI),소비자물가지수(2015 = 100),경제성장률(%),실업률(%),국내총투자율(%),총저축률(%),원/미국달러(매매기준율 평균 원),KOSPI(평균),KOSDAQ(평균),아파트 거래량 매매(전국),총 인구(명),가계대출(조원),평균전세가율(전국),소비자물가지수(2015 = 100)(lag6),소비자물가지수(2015 = 100)(lag5),소비자물가지수(2015 = 100)(lag4),소비자물가지수(2015 = 100)(lag3),소비자물가지수(2015 = 100)(lag2),소비자물가지수(2015 = 100)(lag1),실업률(%)(lag6),실업률(%)(lag5),실업률(%)(lag4),실업률(%)(lag3),실업률(%)(lag2),실업률(%)(lag1),KOSPI(평균)(lag6),KOSPI(평균)(lag5),KOSPI(평균)(lag4),KOSPI(평균)(lag3),KOSPI(평균)(lag2),KOSPI(평균)(lag1),KOSDAQ(평균)(lag6),KOSDAQ(평균)(lag5),KOSDAQ(평균)(lag4),KOSDAQ(평균)(lag3),KOSDAQ(평균)(lag2),KOSDAQ(평균)(lag1),평균전세가율(전국)(lag6),평균전세가율(전국)(lag5),평균전세가율(전국)(lag4),평균전세가율(전국)(lag3),평균전세가율(전국)(lag2),평균전세가율(전국)(lag1),기준금리(%)(lag6),기준금리(%)(lag5),기준금리(%)(lag4),기준금리(%)(lag3),기준금리(%)(lag2),기준금리(%)(lag1),국내총투자율(%)(lag6),국내총투자율(%)(lag5),국내총투자율(%)(lag4),국내총투자율(%)(lag3),국내총투자율(%)(lag2),국내총투자율(%)(lag1),가계대출(조원)(lag6),가계대출(조원)(lag5),가계대출(조원)(lag4),가계대출(조원)(lag3),가계대출(조원)(lag2),가계대출(조원)(lag1),국내총생산(시장가격 GDP)(십억원)(lag6),국내총생산(시장가격 GDP)(십억원)(lag5),국내총생산(시장가격 GDP)(십억원)(lag4),국내총생산(시장가격 GDP)(십억원)(lag3),국내총생산(시장가격 GDP)(십억원)(lag2),국내총생산(시장가격 GDP)(십억원)(lag1),원/미국달러(매매기준율 평균 원)(lag6),원/미국달러(매매기준율 평균 원)(lag5),원/미국달러(매매기준율 평균 원)(lag4),원/미국달러(매매기준율 평균 원)(lag3),원/미국달러(매매기준율 평균 원)(lag2),원/미국달러(매매기준율 평균 원)(lag1),원/미국달러(매매기준율 평균 원)(lag8),아파트 거래량 매매(전국)(lag6),아파트 거래량 매매(전국)(lag5),아파트 거래량 매매(전국)(lag4),아파트 거래량 매매(전국)(lag3),아파트 거래량 매매(전국)(lag2),아파트 거래량 매매(전국)(lag1),평균아파트매매가격(전국),평균아파트매매가격(서울),평균종합주택매매가격지수(전국),평균종합주택매매가격지수(서울),평균아파트매매가격(전국) (diff; order=1),아파트 거래량 매매(전국) (diff; order=1),실업률(%) (diff; order=1),KOSDAQ(평균) (diff; order=1),기준금리(%) (diff; order=1),원/미국달러(매매기준율 평균 원) (diff; order=1),국내총생산(시장가격 GDP)(십억원) (diff; order=1),국내총소득(GDI) (diff; order=1),국민총소득(GNI) (diff; order=1),소비자물가지수(2015 = 100) (diff; order=1),경제성장률(%) (diff; order=1),국내총투자율(%) (diff; order=1),총저축률(%) (diff; order=1),KOSPI(평균) (diff; order=1),총 인구(명) (diff; order=1),가계대출(조원) (diff; order=1),평균전세가율(전국) (diff; order=1),KOSPI(평균) (diff; order=1)(lag1),아파트 거래량 매매(전국) (diff; order=1)(lag1)
170,2016년 2월,1.5,421397.6,431674.4,432831.1,100.82,0.3,4.9,28.3,37,1217.35,1900.61,684.44,66800,51555409,1158.4,73.73480767,100.37,100.11,100.11,99.92,100.22,100.39,3.4,3.2,3.1,3,3.2,3.7,1952.55,1939.58,2020.57,2006.78,1971.53,1894.65,672.04,683.14,680.23,665.95,678.81,651.05,72.93923879,73.05270661,73.15084119,73.31022863,73.44866123,73.5594074,1.5,1.5,1.5,1.5,1.5,1.5,29.9,29.9,29.9,29.9,29.9,28.3,1101.4,1101.4,1138,1138,1138,1158.4,417190.5,417190.5,420196,420196,420196,421397.6,1179.1,1184.76,1148.18,1151.97,1172.24,1201.67,1112.2,93744,88082,103565,101400,94474,75991,335.3,613.9,98,95.1,5.9,-9191,1.2,33.39,0,15.68,0,0,0,0.43,0,0,0,5.96,13827,0,0.1754,-76.88,-18483
171,2016년 3월,1.5,421397.6,431674.4,432831.1,100.56,0.3,4.2,28.3,37,1188.21,1976.5,697.67,85456,51569536,1158.4,73.87640913,100.11,100.11,99.92,100.22,100.39,100.82,3.2,3.1,3,3.2,3.7,4.9,1939.58,2020.57,2006.78,1971.53,1894.65,1900.61,683.14,680.23,665.95,678.81,651.05,684.44,73.05270661,73.15084119,73.31022863,73.44866123,73.5594074,73.73480767,1.5,1.5,1.5,1.5,1.5,1.5,29.9,29.9,29.9,29.9,28.3,28.3,1101.4,1138,1138,1138,1158.4,1158.4,417190.5,420196,420196,420196,421397.6,421397.6,1184.76,1148.18,1151.97,1172.24,1201.67,1217.35,1143.22,88082,103565,101400,94474,75991,66800,346.4,638.9,98,95.1,11.1,18656,-0.7,13.23,0,-29.14,0,0,0,-0.26,0,0,0,75.89,14127,0,0.141601,5.96,-9191
172,2016년 4월,1.5,426146,431652.4,434289.6,100.75,1.1,3.9,30.1,37.2,1147.51,1996.17,693.61,87499,51584349,1191.6,74.03516155,100.11,99.92,100.22,100.39,100.82,100.56,3.1,3,3.2,3.7,4.9,4.2,2020.57,2006.78,1971.53,1894.65,1900.61,1976.5,680.23,665.95,678.81,651.05,684.44,697.67,73.15084119,73.31022863,73.44866123,73.5594074,73.73480767,73.87640913,1.5,1.5,1.5,1.5,1.5,1.5,29.9,29.9,29.9,28.3,28.3,28.3,1138,1138,1138,1158.4,1158.4,1158.4,420196,420196,420196,421397.6,421397.6,421397.6,1148.18,1151.97,1172.24,1201.67,1217.35,1188.21,1179.1,103565,101400,94474,75991,66800,85456,375.2,682.2,98,95.2,28.8,2043,-0.3,-4.06,0,-40.7,4748.4,-22,1458.5,0.19,0.8,1.8,0.2,19.67,14813,33.2,0.158752,75.89,18656
173,2016년 5월,1.5,426146,431652.4,434289.6,100.81,1.1,3.6,30.1,37.2,1171.51,1966.68,686.21,91324,51601265,1191.6,74.14687286,99.92,100.22,100.39,100.82,100.56,100.75,3,3.2,3.7,4.9,4.2,3.9,2006.78,1971.53,1894.65,1900.61,1976.5,1996.17,665.95,678.81,651.05,684.44,697.67,693.61,73.31022863,73.44866123,73.5594074,73.73480767,73.87640913,74.03516155,1.5,1.5,1.5,1.5,1.5,1.5,29.9,29.9,28.3,28.3,28.3,30.1,1138,1138,1158.4,1158.4,1158.4,1191.6,420196,420196,421397.6,421397.6,421397.6,426146,1151.97,1172.24,1201.67,1217.35,1188.21,1147.51,1184.76,101400,94474,75991,66800,85456,87499,386.6,689.1,98,95.3,11.4,3825,-0.3,-7.4,0,24,0,0,0,0.06,0,0,0,-29.49,16916,0,0.111711,19.67,2043
174,2016년 6월,1.25,426146,431652.4,434289.6,100.79,1.1,3.6,30.1,37.2,1170.5,1977.03,699.41,97897,51619330,1191.6,74.30396763,100.22,100.39,100.82,100.56,100.75,100.81,3.2,3.7,4.9,4.2,3.9,3.6,1971.53,1894.65,1900.61,1976.5,1996.17,1966.68,678.81,651.05,684.44,697.67,693.61,686.21,73.44866123,73.5594074,73.73480767,73.87640913,74.03516155,74.14687286,1.5,1.5,1.5,1.5,1.5,1.5,29.9,28.3,28.3,28.3,30.1,30.1,1138,1158.4,1158.4,1158.4,1191.6,1191.6,420196,421397.6,421397.6,421397.6,426146,426146,1172.24,1201.67,1217.35,1188.21,1147.51,1171.51,1148.18,94474,75991,66800,85456,87499,91324,398.5,677.4,98.1,95.5,11.9,6573,0,13.2,-0.25,-1.01,0,0,0,-0.02,0,0,0,10.35,18065,0,0.157095,-29.49,3825
175,2016년 7월,1.25,428036,432333.9,433958,100.6,0.4,3.5,30.9,36.2,1144.09,2002.48,691.91,99810,51634618,1228.6,74.38911,100.39,100.82,100.56,100.75,100.81,100.79,3.7,4.9,4.2,3.9,3.6,3.6,1894.65,1900.61,1976.5,1996.17,1966.68,1977.03,651.05,684.44,697.67,693.61,686.21,699.41,73.5594074,73.73480767,73.87640913,74.03516155,74.14687286,74.30396763,1.5,1.5,1.5,1.5,1.5,1.25,28.3,28.3,28.3,30.1,30.1,30.1,1158.4,1158.4,1158.4,1191.6,1191.6,1191.6,421397.6,421397.6,421397.6,426146,426146,426146,1201.67,1217.35,1188.21,1147.51,1171.51,1170.5,1151.97,75991,66800,85456,87499,91324,97897,389.2,657.5,98.1,95.7,-9.3,1913,-0.1,-7.5,0,-26.41,1890,681.5,-331.6,-0.19,-0.7,0.8,-1,25.45,15288,37,0.0851424,10.35,6573
176,2016년 8월,1.25,428036,432333.9,433958,100.86,0.4,3.6,30.9,36.2,1111.68,2036.66,676.35,104702,51649552,1228.6,74.4486631,100.82,100.56,100.75,100.81,100.79,100.6,4.9,4.2,3.9,3.6,3.6,3.5,1900.61,1976.5,1996.17,1966.68,1977.03,2002.48,684.44,697.67,693.61,686.21,699.41,691.91,73.73480767,73.87640913,74.03516155,74.14687286,74.30396763,74.38911,1.5,1.5,1.5,1.5,1.25,1.25,28.3,28.3,30.1,30.1,30.1,30.9,1158.4,1158.4,1191.6,1191.6,1191.6,1228.6,421397.6,421397.6,426146,426146,426146,428036,1217.35,1188.21,1147.51,1171.51,1170.5,1144.09,1172.24,66800,85456,87499,91324,97897,99810,389.6,688,98.2,96,0.4,4892,0.1,-15.56,0,-32.41,0,0,0,0.26,0,0,0,34.18,14934,0,0.0595531,25.45,1913
177,2016년 9월,1.25,428036,432333.9,433958,101.46,0.4,3.5,30.9,36.2,1107.49,2042.56,660.04,98535,51664244,1228.6,74.45368679,100.56,100.75,100.81,100.79,100.6,100.86,4.2,3.9,3.6,3.6,3.5,3.6,1976.5,1996.17,1966.68,1977.03,2002.48,2036.66,697.67,693.61,686.21,699.41,691.91,676.35,73.87640913,74.03516155,74.14687286,74.30396763,74.38911,74.4486631,1.5,1.5,1.5,1.25,1.25,1.25,28.3,30.1,30.1,30.1,30.9,30.9,1158.4,1191.6,1191.6,1191.6,1228.6,1228.6,421397.6,426146,426146,426146,428036,428036,1188.21,1147.51,1171.51,1170.5,1144.09,1111.68,1201.67,85456,87499,91324,97897,99810,104702,394.9,692,98.3,96.2,5.3,-6167,-0.1,-16.31,0,-4.19,0,0,0,0.6,0,0,0,5.9,14692,0,0.00502369,34.18,4892
178,2016년 10월,1.25,431300.7,434789.3,435548.6,101.6,0.8,3.3,31.2,36.9,1125.28,2036.03,611.59,116878,51677054,1269.8,74.48464085,100.75,100.81,100.79,100.6,100.86,101.46,3.9,3.6,3.6,3.5,3.6,3.5,1996.17,1966.68,1977.03,2002.48,2036.66,2042.56,693.61,686.21,699.41,691.91,676.35,660.04,74.03516155,74.14687286,74.30396763,74.38911,74.4486631,74.45368679,1.5,1.5,1.25,1.25,1.25,1.25,30.1,30.1,30.1,30.9,30.9,30.9,1191.6,1191.6,1191.6,1228.6,1228.6,1228.6,426146,426146,426146,428036,428036,428036,1147.51,1171.51,1170.5,1144.09,1111.68,1107.49,1217.35,87499,91324,97897,99810,104702,98535,389.9,688.6,98.4,96.6,-5,18343,-0.2,-48.45,0,17.79,3264.7,2455.4,1590.6,0.14,0.4,0.3,0.7,-6.53,12810,41.2,0.0309541,5.9,-6167
179,2016년 11월,1.25,431300.7,434789.3,435548.6,101.45,0.8,3.1,31.2,36.9,1161.64,1981.75,607.2,111218,51687682,1269.8,74.50244889,100.81,100.79,100.6,100.86,101.46,101.6,3.6,3.6,3.5,3.6,3.5,3.3,1966.68,1977.03,2002.48,2036.66,2042.56,2036.03,686.21,699.41,691.91,676.35,660.04,611.59,74.14687286,74.30396763,74.38911,74.4486631,74.45368679,74.48464085,1.5,1.25,1.25,1.25,1.25,1.25,30.1,30.1,30.9,30.9,30.9,31.2,1191.6,1191.6,1228.6,1228.6,1228.6,1269.8,426146,426146,428036,428036,428036,431300.7,1171.51,1170.5,1144.09,1111.68,1107.49,1125.28,1188.21,91324,97897,99810,104702,98535,116878,353,649.2,98.6,97,-36.9,-5660,-0.2,-4.39,0,36.36,0,0,0,-0.15,0,0,0,-54.28,10628,0,0.017808,-6.53,18343
180,2016년 12월,1.25,431300.7,434789.3,435548.6,101.56,0.8,3.2,31.2,36.9,1182.28,2021.67,628.87,98637,51696216,1269.8,74.55563574,100.79,100.6,100.86,101.46,101.6,101.45,3.6,3.5,3.6,3.5,3.3,3.1,1977.03,2002.48,2036.66,2042.56,2036.03,1981.75,699.41,691.91,676.35,660.04,611.59,607.2,74.30396763,74.38911,74.4486631,74.45368679,74.48464085,74.50244889,1.25,1.25,1.25,1.25,1.25,1.25,30.1,30.9,30.9,30.9,31.2,31.2,1191.6,1228.6,1228.6,1228.6,1269.8,1269.8,426146,428036,428036,428036,431300.7,431300.7,1170.5,1144.09,1111.68,1107.49,1125.28,1161.64,1147.51,97897,99810,104702,98535,116878,111218,346.8,665.7,98.7,97.1,-6.2,-12581,0.1,21.67,0,20.64,0,0,0,0.11,0,0,0,39.92,8534,0,0.0531869,-54.28,-5660
181,2017년 1월,1.25,434823.2,442965.6,444167.7,102.64,0.8,3.7,31.7,37.3,1185.1,2061.73,614.57,74852,51704332,1286.1,74.58101221,100.6,100.86,101.46,101.6,101.45,101.56,3.5,3.6,3.5,3.3,3.1,3.2,2002.48,2036.66,2042.56,2036.03,1981.75,2021.67,691.91,676.35,660.04,611.59,607.2,628.87,74.38911,74.4486631,74.45368679,74.48464085,74.50244889,74.55563574,1.25,1.25,1.25,1.25,1.25,1.25,30.9,30.9,30.9,31.2,31.2,31.2,1228.6,1228.6,1228.6,1269.8,1269.8,1269.8,428036,428036,428036,431300.7,431300.7,431300.7,1144.09,1111.68,1107.49,1125.28,1161.64,1182.28,1171.51,99810,104702,98535,116878,111218,98637,350.7,694.9,98.7,97.1,3.9,-23785,0.5,-14.3,0,2.82,3522.5,8176.3,8619.1,1.08,0,0.5,0.4,40.06,8116,16.3,0.0253765,39.92,-12581
182,2017년 2월,1.25,434823.2,442965.6,444167.7,102.92,0.8,4.9,31.7,37.3,1144.92,2082.8,609.84,74768,51712221,1286.1,74.63375584,100.86,101.46,101.6,101.45,101.56,102.64,3.6,3.5,3.3,3.1,3.2,3.7,2036.66,2042.56,2036.03,1981.75,2021.67,2061.73,676.35,660.04,611.59,607.2,628.87,614.57,74.4486631,74.45368679,74.48464085,74.50244889,74.55563574,74.58101221,1.25,1.25,1.25,1.25,1.25,1.25,30.9,30.9,31.2,31.2,31.2,31.7,1228.6,1228.6,1269.8,1269.8,1269.8,1286.1,428036,428036,431300.7,431300.7,431300.7,434823.2,1111.68,1107.49,1125.28,1161.64,1182.28,1185.1,1170.5,104702,98535,116878,111218,98637,74852,361.4,709.8,98.7,97.1,10.7,-84,1.2,-4.73,0,-40.18,0,0,0,0.28,0,0,0,21.07,7889,0,0.0527436,40.06,-23785
183,2017년 3월,1.25,434823.2,442965.6,444167.7,102.85,0.8,4.1,31.7,37.3,1134.77,2136.17,628.86,93876,51714935,1286.1,74.68892609,101.46,101.6,101.45,101.56,102.64,102.92,3.5,3.3,3.1,3.2,3.7,4.9,2042.56,2036.03,1981.75,2021.67,2061.73,2082.8,660.04,611.59,607.2,628.87,614.57,609.84,74.45368679,74.48464085,74.50244889,74.55563574,74.58101221,74.63375584,1.25,1.25,1.25,1.25,1.25,1.25,30.9,31.2,31.2,31.2,31.7,31.7,1228.6,1269.8,1269.8,1269.8,1286.1,1286.1,428036,431300.7,431300.7,431300.7,434823.2,434823.2,1107.49,1125.28,1161.64,1182.28,1185.1,1144.92,1144.09,98535,116878,111218,98637,74852,74768,379.2,715.5,98.7,97.3,17.8,19108,-0.8,19.02,0,-10.15,0,0,0,-0.07,0,0,0,53.37,2714,0,0.0551702,21.07,-84
184,2017년 4월,1.25,437831.1,443499,443983.6,102.72,0.7,4.2,32.7,36.6,1132.73,2160.18,642.66,93756,51722903,1313,74.71059182,101.6,101.45,101.56,102.64,102.92,102.85,3.3,3.1,3.2,3.7,4.9,4.1,2036.03,1981.75,2021.67,2061.73,2082.8,2136.17,611.59,607.2,628.87,614.57,609.84,628.86,74.48464085,74.50244889,74.55563574,74.58101221,74.63375584,74.68892609,1.25,1.25,1.25,1.25,1.25,1.25,31.2,31.2,31.2,31.7,31.7,31.7,1269.8,1269.8,1269.8,1286.1,1286.1,1286.1,431300.7,431300.7,431300.7,434823.2,434823.2,434823.2,1125.28,1161.64,1182.28,1185.1,1144.92,1134.77,1111.68,116878,111218,98637,74852,74768,93876,405,751.6,98.8,97.5,25.8,-120,0.1,13.8,0,-2.04,3007.9,533.4,-184.1,-0.13,-0.1,1,-0.7,24.01,7968,26.9,0.0216657,53.37,19108
185,2017년 5월,1.25,437831.1,443499,443983.6,102.83,0.7,3.6,32.7,36.6,1125.28,2301.89,667.55,107308,51732586,1313,74.7036952,101.45,101.56,102.64,102.92,102.85,102.72,3.1,3.2,3.7,4.9,4.1,4.2,1981.75,2021.67,2061.73,2082.8,2136.17,2160.18,607.2,628.87,614.57,609.84,628.86,642.66,74.50244889,74.55563574,74.58101221,74.63375584,74.68892609,74.71059182,1.25,1.25,1.25,1.25,1.25,1.25,31.2,31.2,31.7,31.7,31.7,32.7,1269.8,1269.8,1286.1,1286.1,1286.1,1313,431300.7,431300.7,434823.2,434823.2,434823.2,437831.1,1161.64,1182.28,1185.1,1144.92,1134.77,1132.73,1107.49,111218,98637,74852,74768,93876,93756,450.2,786.3,99,97.8,45.2,13552,-0.6,24.89,0,-7.45,0,0,0,0.11,0,0,0,141.71,9683,0,-0.00689662,24.01,-120
186,2017년 6월,1.25,437831.1,443499,443983.6,102.61,0.7,3.8,32.7,36.6,1130.04,2372.2,662.45,120558,51736224,1313,74.62881017,101.56,102.64,102.92,102.85,102.72,102.83,3.2,3.7,4.9,4.1,4.2,3.6,2021.67,2061.73,2082.8,2136.17,2160.18,2301.89,628.87,614.57,609.84,628.86,642.66,667.55,74.55563574,74.58101221,74.63375584,74.68892609,74.71059182,74.7036952,1.25,1.25,1.25,1.25,1.25,1.25,31.2,31.7,31.7,31.7,32.7,32.7,1269.8,1286.1,1286.1,1286.1,1313,1313,431300.7,434823.2,434823.2,434823.2,437831.1,437831.1,1182.28,1185.1,1144.92,1134.77,1132.73,1125.28,1125.28,98637,74852,74768,93876,93756,107308,420.2,724,99.2,98.5,-30,13250,0.2,-5.1,0,4.76,0,0,0,-0.22,0,0,0,70.31,3638,0,-0.074885,141.71,13552
187,2017년 7월,1.25,444245.2,453018.5,455920.4,102.78,1.5,3.4,32,37.7,1134.4,2412.9,645.6,130161,51744948,1341.3,74.55262988,102.64,102.92,102.85,102.72,102.83,102.61,3.7,4.9,4.1,4.2,3.6,3.8,2061.73,2082.8,2136.17,2160.18,2301.89,2372.2,614.57,609.84,628.86,642.66,667.55,662.45,74.58101221,74.63375584,74.68892609,74.71059182,74.7036952,74.62881017,1.25,1.25,1.25,1.25,1.25,1.25,31.7,31.7,31.7,32.7,32.7,32.7,1286.1,1286.1,1286.1,1313,1313,1313,434823.2,434823.2,434823.2,437831.1,437831.1,437831.1,1185.1,1144.92,1134.77,1132.73,1125.28,1130.04,1161.64,74852,74768,93876,93756,107308,120558,452.9,766.8,99.4,98.9,32.7,9603,-0.4,-16.85,0,4.36,6414.1,9519.5,11936.8,0.17,0.8,-0.7,1.1,40.7,8724,28.3,-0.0761803,70.31,13250
188,2017년 8월,1.25,444245.2,453018.5,455920.4,103.37,1.5,3.6,32,37.7,1130.79,2372.18,657.26,146281,51753820,1341.3,74.43867621,102.92,102.85,102.72,102.83,102.61,102.78,4.9,4.1,4.2,3.6,3.8,3.4,2082.8,2136.17,2160.18,2301.89,2372.2,2412.9,609.84,628.86,642.66,667.55,662.45,645.6,74.63375584,74.68892609,74.71059182,74.7036952,74.62881017,74.55262988,1.25,1.25,1.25,1.25,1.25,1.25,31.7,31.7,32.7,32.7,32.7,32,1286.1,1286.1,1313,1313,1313,1341.3,434823.2,434823.2,437831.1,437831.1,437831.1,444245.2,1144.92,1134.77,1132.73,1125.28,1130.04,1134.4,1182.28,74768,93876,93756,107308,120558,130161,369.3,703.7,99.6,99.3,-83.6,16120,0.2,11.66,0,-3.61,0,0,0,0.59,0,0,0,-40.72,8872,0,-0.113954,40.7,9603
189,2017년 9월,1.25,444245.2,453018.5,455920.4,103.49,1.5,3.3,32,37.7,1131.59,2371.84,674.47,122921,51762492,1341.3,74.44128935,102.85,102.72,102.83,102.61,102.78,103.37,4.1,4.2,3.6,3.8,3.4,3.6,2136.17,2160.18,2301.89,2372.2,2412.9,2372.18,628.86,642.66,667.55,662.45,645.6,657.26,74.68892609,74.71059182,74.7036952,74.62881017,74.55262988,74.43867621,1.25,1.25,1.25,1.25,1.25,1.25,31.7,32.7,32.7,32.7,32,32,1286.1,1313,1313,1313,1341.3,1341.3,434823.2,437831.1,437831.1,437831.1,444245.2,444245.2,1134.77,1132.73,1125.28,1130.04,1134.4,1130.79,1185.1,93876,93756,107308,120558,130161,146281,399.3,797.4,99.7,99.4,30,-23360,-0.3,17.21,0,0.8,0,0,0,0.12,0,0,0,-0.34,8672,0,0.00261314,-40.72,16120
190,2017년 10월,1.25,443912.1,447244,449746.7,103.39,-0.1,3.2,32.7,36.7,1131.57,2482.87,751.04,98934,51769092,1370.1,74.42420111,102.72,102.83,102.61,102.78,103.37,103.49,4.2,3.6,3.8,3.4,3.6,3.3,2160.18,2301.89,2372.2,2412.9,2372.18,2371.84,642.66,667.55,662.45,645.6,657.26,674.47,74.71059182,74.7036952,74.62881017,74.55262988,74.43867621,74.44128935,1.25,1.25,1.25,1.25,1.25,1.25,32.7,32.7,32.7,32,32,32,1313,1313,1313,1341.3,1341.3,1341.3,437831.1,437831.1,437831.1,444245.2,444245.2,444245.2,1132.73,1125.28,1130.04,1134.4,1130.79,1131.59,1144.92,93756,107308,120558,130161,146281,122921,406.1,806.7,99.9,99.6,6.8,-23987,-0.1,76.57,0,-0.02,-333.1,-5774.5,-6173.7,-0.1,-1.6,0.7,-1,111.03,6600,28.8,-0.0170882,-0.34,-23360
191,2017년 11월,1.5,443912.1,447244,449746.7,102.62,-0.1,3.1,32.7,36.7,1105.04,2533.51,768.16,116412,51774649,1370.1,74.4098395,102.83,102.61,102.78,103.37,103.49,103.39,3.6,3.8,3.4,3.6,3.3,3.2,2301.89,2372.2,2412.9,2372.18,2371.84,2482.87,667.55,662.45,645.6,657.26,674.47,751.04,74.7036952,74.62881017,74.55262988,74.43867621,74.44128935,74.42420111,1.25,1.25,1.25,1.25,1.25,1.25,32.7,32.7,32,32,32,32.7,1313,1313,1341.3,1341.3,1341.3,1370.1,437831.1,437831.1,444245.2,444245.2,444245.2,443912.1,1125.28,1130.04,1134.4,1130.79,1131.59,1131.57,1134.77,107308,120558,130161,146281,122921,98934,432.5,866.4,100,100,26.4,17478,-0.1,17.12,0.25,-26.53,0,0,0,-0.77,0,0,0,50.64,5557,0,-0.0143616,111.03,-23987
192,2017년 12월,1.5,443912.1,447244,449746.7,102.99,-0.1,3.3,32.7,36.7,1085.78,2467.73,872.45,114324,51778544,1370.1,75.33813112,102.61,102.78,103.37,103.49,103.39,102.62,3.8,3.4,3.6,3.3,3.2,3.1,2372.2,2412.9,2372.18,2371.84,2482.87,2533.51,662.45,645.6,657.26,674.47,751.04,768.16,74.62881017,74.55262988,74.43867621,74.44128935,74.42420111,74.4098395,1.25,1.25,1.25,1.25,1.25,1.5,32.7,32,32,32,32.7,32.7,1313,1341.3,1341.3,1341.3,1370.1,1370.1,437831.1,444245.2,444245.2,444245.2,443912.1,443912.1,1130.04,1134.4,1130.79,1131.59,1131.57,1105.04,1132.73,120558,130161,146281,122921,98934,116412,458.8,866.2,100.1,100.6,26.3,-2088,0.2,104.29,0,-19.26,0,0,0,0.37,0,0,0,-65.78,3895,0,0.928292,50.64,17478
193,2018년 1월,1.5,448645.4,455313.6,457111.4,103.42,1.1,3.7,32,35.9,1066.7,2520.94,863.64,134312,51779148,1387.2,75.18496744,102.78,103.37,103.49,103.39,102.62,102.99,3.4,3.6,3.3,3.2,3.1,3.3,2412.9,2372.18,2371.84,2482.87,2533.51,2467.73,645.6,657.26,674.47,751.04,768.16,872.45,74.55262988,74.43867621,74.44128935,74.42420111,74.4098395,75.33813112,1.25,1.25,1.25,1.25,1.5,1.5,32,32,32,32.7,32.7,32.7,1341.3,1341.3,1341.3,1370.1,1370.1,1370.1,444245.2,444245.2,444245.2,443912.1,443912.1,443912.1,1134.4,1130.79,1131.59,1131.57,1105.04,1085.78,1125.28,130161,146281,122921,98934,116412,114324,484.2,849,100.3,101.5,25.4,19988,0.4,-8.81,0,-19.08,4733.3,8069.6,7364.7,0.43,1.2,-0.7,-0.8,53.21,604,17.1,-0.153164,-65.78,-2088
194,2018년 2월,1.5,448645.4,455313.6,457111.4,104.21,1.1,4.6,32,35.9,1079.58,2439.1,867.92,113363,51779892,1387.2,74.93986188,103.37,103.49,103.39,102.62,102.99,103.42,3.6,3.3,3.2,3.1,3.3,3.7,2372.18,2371.84,2482.87,2533.51,2467.73,2520.94,657.26,674.47,751.04,768.16,872.45,863.64,74.43867621,74.44128935,74.42420111,74.4098395,75.33813112,75.18496744,1.25,1.25,1.25,1.5,1.5,1.5,32,32,32.7,32.7,32.7,32,1341.3,1341.3,1370.1,1370.1,1370.1,1387.2,444245.2,444245.2,443912.1,443912.1,443912.1,448645.4,1130.79,1131.59,1131.57,1105.04,1085.78,1066.7,1130.04,146281,122921,98934,116412,114324,134312,440.7,765.2,100.5,102.4,-43.5,-20949,0.9,4.28,0,12.88,0,0,0,0.79,0,0,0,-81.84,744,0,-0.245106,53.21,19988
195,2018년 3월,1.5,448645.4,455313.6,457111.4,104.1,1.1,4.5,32,35.9,1071.89,2451.57,879.89,135730,51784669,1387.2,74.72630133,103.49,103.39,102.62,102.99,103.42,104.21,3.3,3.2,3.1,3.3,3.7,4.6,2371.84,2482.87,2533.51,2467.73,2520.94,2439.1,674.47,751.04,768.16,872.45,863.64,867.92,74.44128935,74.42420111,74.4098395,75.33813112,75.18496744,74.93986188,1.25,1.25,1.5,1.5,1.5,1.5,32,32.7,32.7,32.7,32,32,1341.3,1370.1,1370.1,1370.1,1387.2,1387.2,444245.2,443912.1,443912.1,443912.1,448645.4,448645.4,1131.59,1131.57,1105.04,1085.78,1066.7,1079.58,1134.4,122921,98934,116412,114324,134312,113363,404.1,742.5,100.6,103,-36.6,22367,-0.1,11.97,0,-7.69,0,0,0,-0.11,0,0,0,12.47,4777,0,-0.213561,-81.84,-20949
196,2018년 4월,1.5,451406.9,452966.9,454315.9,104.29,0.6,4.1,31.9,36,1067.76,2458.22,863.84,101527,51790131,1409.2,74.536188,103.39,102.62,102.99,103.42,104.21,104.1,3.2,3.1,3.3,3.7,4.6,4.5,2482.87,2533.51,2467.73,2520.94,2439.1,2451.57,751.04,768.16,872.45,863.64,867.92,879.89,74.42420111,74.4098395,75.33813112,75.18496744,74.93986188,74.72630133,1.25,1.5,1.5,1.5,1.5,1.5,32.7,32.7,32.7,32,32,32,1370.1,1370.1,1370.1,1387.2,1387.2,1387.2,443912.1,443912.1,443912.1,448645.4,448645.4,448645.4,1131.57,1105.04,1085.78,1066.7,1079.58,1071.89,1130.79,98934,116412,114324,134312,113363,135730,369.1,743.1,100.6,103.3,-35,-34203,-0.4,-16.05,0,-4.13,2761.5,-2346.7,-2795.5,0.19,-0.5,-0.1,0.1,6.65,5462,22,-0.190113,12.47,22367
