idx,날짜,기준금리(%),국내총생산(시장가격 GDP)(십억원),국내총소득(GDI),국민총소득(GNI),소비자물가지수(2015 = 100),경제성장률(%),실업률(%),국내총투자율(%),총저축률(%),원/미국달러(매매기준율 평균 원),KOSPI(평균),KOSDAQ(평균),아파트 거래량 매매(전국),총 인구(명),가계대출(조원),평균전세가율(전국),소비자물가지수(2015 = 100)(lag6),소비자물가지수(2015 = 100)(lag5),소비자물가지수(2015 = 100)(lag4),소비자물가지수(2015 = 100)(lag3),소비자물가지수(2015 = 100)(lag2),소비자물가지수(2015 = 100)(lag1),실업률(%)(lag6),실업률(%)(lag5),실업률(%)(lag4),실업률(%)(lag3),실업률(%)(lag2),실업률(%)(lag1),KOSPI(평균)(lag6),KOSPI(평균)(lag5),KOSPI(평균)(lag4),KOSPI(평균)(lag3),KOSPI(평균)(lag2),KOSPI(평균)(lag1),KOSDAQ(평균)(lag6),KOSDAQ(평균)(lag5),KOSDAQ(평균)(lag4),KOSDAQ(평균)(lag3),KOSDAQ(평균)(lag2),KOSDAQ(평균)(lag1),평균전세가율(전국)(lag6),평균전세가율(전국)(lag5),평균전세가율(전국)(lag4),평균전세가율(전국)(lag3),평균전세가율(전국)(lag2),평균전세가율(전국)(lag1),기준금리(%)(lag6),기준금리(%)(lag5),기준금리(%)(lag4),기준금리(%)(lag3),기준금리(%)(lag2),기준금리(%)(lag1),국내총투자율(%)(lag6),국내총투자율(%)(lag5),국내총투자율(%)(lag4),국내총투자율(%)(lag3),국내총투자율(%)(lag2),국내총투자율(%)(lag1),가계대출(조원)(lag6),가계대출(조원)(lag5),가계대출(조원)(lag4),가계대출(조원)(lag3),가계대출(조원)(lag2),가계대출(조원)(lag1),국내총생산(시장가격 GDP)(십억원)(lag6),국내총생산(시장가격 GDP)(십억원)(lag5),국내총생산(시장가격 GDP)(십억원)(lag4),국내총생산(시장가격 GDP)(십억원)(lag3),국내총생산(시장가격 GDP)(십억원)(lag2),국내총생산(시장가격 GDP)(십억원)(lag1),원/미국달러(매매기준율 평균 원)(lag6),원/미국달러(매매기준율 평균 원)(lag5),원/미국달러(매매기준율 평균 원)(lag4),원/미국달러(매매기준율 평균 원)(lag3),원/미국달러(매매기준율 평균 원)(lag2),원/미국달러(매매기준율 평균 원)(lag1),원/미국달러(매매기준율 평균 원)(lag8),아파트 거래량 매매(전국)(lag6),아파트 거래량 매매(전국)(lag5),아파트 거래량 매매(전국)(lag4),아파트 거래량 매매(전국)(lag3),아파트 거래량 매매(전국)(lag2),아파트 거래량 매매(전국)(lag1),평균아파트매매가격(전국),평균아파트매매가격(서울),평균종합주택매매가격지수(전국),평균종합주택매매가격지수(서울),평균아파트매매가격(전국) (diff; order=1),아파트 거래량 매매(전국) (diff; order=1),실업률(%) (diff; order=1),KOSDAQ(평균) (diff; order=1),기준금리(%) (diff; order=1),원/미국달러(매매기준율 평균 원) (diff; order=1),국내총생산(시장가격 GDP)(십억원) (diff; order=1),국내총소득(GDI) (diff; order=1),국민총소득(GNI) (diff; order=1),소비자물가지수(2015 = 100) (diff; order=1),경제성장률(%) (diff; order=1),국내총투자율(%) (diff; order=1),총저축률(%) (diff; order=1),KOSPI(평균) (diff; order=1),총 인구(명) (diff; order=1),가계대출(조원) (diff; order=1),평균전세가율(전국) (diff; order=1),KOSPI(평균) (diff; order=1)(lag1),아파트 거래량 매매(전국) (diff; order=1)(lag1)
54,2006년 6월,4.25,301501.6,296380.1,295371.9,80.013,0.7,3.4,32.5,32.8,955.16,1249.19,563.45,77125,,540.5,,78.836,79.306,79.464,79.934,80.013,80.169,3.5,3.8,4.1,3.9,3.5,3.2,1338.81,1379.32,1341.72,1331.72,1415.92,1388.83,708.27,656.84,657.5,693.71,663.35,576.71,,,,,,,3.75,3.75,4,4,4,4,32.6,34.2,34.2,34.2,32.5,32.5,514.8,522.4,522.4,522.4,540.5,540.5,294487.8,299314.8,299314.8,299314.8,301501.6,301501.6,1024.15,987.03,970.22,975.09,954.44,941.4,1046.25,,61675,80638,100342,85393,85190,215.2,382,71.4,69.4,-25.1,-8065,0.2,-13.26,0.25,13.76,0,0,0,-0.156,0,0,0,-139.64,,0,,-27.09,-203
55,2006년 7월,4.25,306367.7,300509.3,300210.5,80.326,1.6,3.4,34.1,33.5,950.15,1278,553.36,63979,,553.1,,79.306,79.464,79.934,80.013,80.169,80.013,3.8,4.1,3.9,3.5,3.2,3.4,1379.32,1341.72,1331.72,1415.92,1388.83,1249.19,656.84,657.5,693.71,663.35,576.71,563.45,,,,,,,3.75,4,4,4,4,4.25,34.2,34.2,34.2,32.5,32.5,32.5,522.4,522.4,522.4,540.5,540.5,540.5,299314.8,299314.8,299314.8,301501.6,301501.6,301501.6,987.03,970.22,975.09,954.44,941.4,955.16,1041.43,61675,80638,100342,85393,85190,77125,212.7,372.3,71.6,69.7,-2.5,-13146,0,-10.09,0,-5.01,4866.1,4129.2,4838.6,0.313,0.9,1.6,0.7,28.81,,12.6,,-139.64,-8065
56,2006년 8월,4.5,306367.7,300509.3,300210.5,80.797,1.6,3.4,34.1,33.5,960.72,1316.08,597.94,55837,,553.1,,79.464,79.934,80.013,80.169,80.013,80.326,4.1,3.9,3.5,3.2,3.4,3.4,1341.72,1331.72,1415.92,1388.83,1249.19,1278,657.5,693.71,663.35,576.71,563.45,553.36,,,,,,,4,4,4,4,4.25,4.25,34.2,34.2,32.5,32.5,32.5,34.1,522.4,522.4,540.5,540.5,540.5,553.1,299314.8,299314.8,301501.6,301501.6,301501.6,306367.7,970.22,975.09,954.44,941.4,955.16,950.15,1024.15,80638,100342,85393,85190,77125,63979,226.6,389.6,71.8,69.9,13.9,-8142,0,44.58,0.25,10.57,0,0,0,0.471,0,0,0,38.08,,0,,28.81,-13146
57,2006년 9월,4.5,306367.7,300509.3,300210.5,81.032,1.6,3.2,34.1,33.5,953.68,1356.53,577.5,95943,,553.1,,79.934,80.013,80.169,80.013,80.326,80.797,3.9,3.5,3.2,3.4,3.4,3.4,1331.72,1415.92,1388.83,1249.19,1278,1316.08,693.71,663.35,576.71,563.45,553.36,597.94,,,,,,,4,4,4,4.25,4.25,4.5,34.2,32.5,32.5,32.5,34.1,34.1,522.4,540.5,540.5,540.5,553.1,553.1,299314.8,301501.6,301501.6,301501.6,306367.7,306367.7,975.09,954.44,941.4,955.16,950.15,960.72,987.03,100342,85393,85190,77125,63979,55837,258.9,431.9,72.2,70.7,32.3,40106,-0.2,-20.44,0,-7.04,0,0,0,0.235,0,0,0,40.45,,0,,38.08,-8142
58,2006년 10월,4.5,308755.4,305729.9,305369.8,80.64,0.8,3.3,32,33.3,954.23,1354.04,607.57,105432,,575.6,,80.013,80.169,80.013,80.326,80.797,81.032,3.5,3.2,3.4,3.4,3.4,3.2,1415.92,1388.83,1249.19,1278,1316.08,1356.53,663.35,576.71,563.45,553.36,597.94,577.5,,,,,,,4,4,4.25,4.25,4.5,4.5,32.5,32.5,32.5,34.1,34.1,34.1,540.5,540.5,540.5,553.1,553.1,553.1,301501.6,301501.6,301501.6,306367.7,306367.7,306367.7,954.44,941.4,955.16,950.15,960.72,953.68,970.22,85393,85190,77125,63979,55837,95943,306.2,494.3,73.2,72.1,47.3,9489,0.1,30.07,0,0.55,2387.7,5220.6,5159.3,-0.392,-0.8,-2.1,-0.2,-2.49,,22.5,,40.45,40106
59,2006년 11월,4.5,308755.4,305729.9,305369.8,80.248,0.8,3.2,32,33.3,936.22,1403.93,608.56,144274,,575.6,,80.169,80.013,80.326,80.797,81.032,80.64,3.2,3.4,3.4,3.4,3.2,3.3,1388.83,1249.19,1278,1316.08,1356.53,1354.04,576.71,563.45,553.36,597.94,577.5,607.57,,,,,,,4,4.25,4.25,4.5,4.5,4.5,32.5,32.5,34.1,34.1,34.1,32,540.5,540.5,553.1,553.1,553.1,575.6,301501.6,301501.6,306367.7,306367.7,306367.7,308755.4,941.4,955.16,950.15,960.72,953.68,954.23,975.09,85190,77125,63979,55837,95943,105432,260.9,428.3,75.4,75.4,-45.3,38842,-0.1,0.99,0,-18.01,0,0,0,-0.392,0,0,0,49.89,,0,,-2.49,9489
60,2006년 12월,4.5,308755.4,305729.9,305369.8,80.483,0.8,3.3,32,33.3,925.75,1418.83,593.23,104845,,575.6,,80.013,80.326,80.797,81.032,80.64,80.248,3.4,3.4,3.4,3.2,3.3,3.2,1249.19,1278,1316.08,1356.53,1354.04,1403.93,563.45,553.36,597.94,577.5,607.57,608.56,,,,,,,4.25,4.25,4.5,4.5,4.5,4.5,32.5,34.1,34.1,34.1,32,32,540.5,553.1,553.1,553.1,575.6,575.6,301501.6,306367.7,306367.7,306367.7,308755.4,308755.4,955.16,950.15,960.72,953.68,954.23,936.22,954.44,77125,63979,55837,95943,105432,144274,242.8,450.8,76.9,77.7,-18.1,-39429,0.1,-15.33,0,-10.47,0,0,0,0.235,0,0,0,14.9,,0,,49.89,38842
61,2007년 1월,4.5,313924.1,309598.4,307812.9,80.64,1.7,3.6,33.5,33.3,936.36,1379.25,602.08,73991,,581.2,,80.326,80.797,81.032,80.64,80.248,80.483,3.4,3.4,3.2,3.3,3.2,3.3,1278,1316.08,1356.53,1354.04,1403.93,1418.83,553.36,597.94,577.5,607.57,608.56,593.23,,,,,,,4.25,4.5,4.5,4.5,4.5,4.5,34.1,34.1,34.1,32,32,32,553.1,553.1,553.1,575.6,575.6,575.6,306367.7,306367.7,306367.7,308755.4,308755.4,308755.4,950.15,960.72,953.68,954.23,936.22,925.75,941.4,63979,55837,95943,105432,144274,104845,202.6,398.9,77.9,79.3,-40.2,-30854,0.3,8.85,0,10.61,5168.7,3868.5,2443.1,0.157,0.9,1.5,0,-39.58,,5.6,,14.9,-39429
62,2007년 2월,4.5,313924.1,309598.4,307812.9,81.189,1.7,3.7,33.5,33.3,937.02,1434.89,627.46,58251,,581.2,,80.797,81.032,80.64,80.248,80.483,80.64,3.4,3.2,3.3,3.2,3.3,3.6,1316.08,1356.53,1354.04,1403.93,1418.83,1379.25,597.94,577.5,607.57,608.56,593.23,602.08,,,,,,,4.5,4.5,4.5,4.5,4.5,4.5,34.1,34.1,32,32,32,33.5,553.1,553.1,575.6,575.6,575.6,581.2,306367.7,306367.7,308755.4,308755.4,308755.4,313924.1,960.72,953.68,954.23,936.22,925.75,936.36,955.16,55837,95943,105432,144274,104845,73991,200.6,414.7,78.3,80,-2,-15740,0.1,25.38,0,0.66,0,0,0,0.549,0,0,0,55.64,,0,,-39.58,-30854
63,2007년 3월,4.5,313924.1,309598.4,307812.9,81.66,1.7,3.5,33.5,33.3,943.26,1431.62,678,66322,,581.2,,81.032,80.64,80.248,80.483,80.64,81.189,3.2,3.3,3.2,3.3,3.6,3.7,1356.53,1354.04,1403.93,1418.83,1379.25,1434.89,577.5,607.57,608.56,593.23,602.08,627.46,,,,,,,4.5,4.5,4.5,4.5,4.5,4.5,34.1,32,32,32,33.5,33.5,553.1,575.6,575.6,575.6,581.2,581.2,306367.7,308755.4,308755.4,308755.4,313924.1,313924.1,953.68,954.23,936.22,925.75,936.36,937.02,950.15,95943,105432,144274,104845,73991,58251,207.4,410.2,78.6,80.5,6.8,8071,-0.2,50.54,0,6.24,0,0,0,0.471,0,0,0,-3.27,,0,,55.64,-15740
64,2007년 4월,4.5,319355.9,314353.9,313384.4,81.973,1.7,3.4,34,33.6,931.5,1517.12,709.78,65131,,597.9,,80.64,80.248,80.483,80.64,81.189,81.66,3.3,3.2,3.3,3.6,3.7,3.5,1354.04,1403.93,1418.83,1379.25,1434.89,1431.62,607.57,608.56,593.23,602.08,627.46,678,,,,,,,4.5,4.5,4.5,4.5,4.5,4.5,32,32,32,33.5,33.5,33.5,575.6,575.6,575.6,581.2,581.2,581.2,308755.4,308755.4,308755.4,313924.1,313924.1,313924.1,954.23,936.22,925.75,936.36,937.02,943.26,960.72,105432,144274,104845,73991,58251,66322,209.1,421.8,78.9,81,1.7,-1191,-0.1,31.78,0,-11.76,5431.8,4755.5,5571.5,0.313,0,0.5,0.3,85.5,,16.7,,-3.27,8071
65,2007년 5월,4.5,319355.9,314353.9,313384.4,82.052,1.7,3.2,34,33.6,927.91,1614.94,779.11,60259,,597.9,,80.248,80.483,80.64,81.189,81.66,81.973,3.2,3.3,3.6,3.7,3.5,3.4,1403.93,1418.83,1379.25,1434.89,1431.62,1517.12,608.56,593.23,602.08,627.46,678,709.78,,,,,,,4.5,4.5,4.5,4.5,4.5,4.5,32,32,33.5,33.5,33.5,34,575.6,575.6,581.2,581.2,581.2,597.9,308755.4,308755.4,313924.1,313924.1,313924.1,319355.9,936.22,925.75,936.36,937.02,943.26,931.5,953.68,144274,104845,73991,58251,66322,65131,213.3,465,79,81.2,4.2,-4872,-0.2,69.33,0,-3.59,0,0,0,0.079,0,0,0,97.82,,0,,85.5,-1191
66,2007년 6월,4.5,319355.9,314353.9,313384.4,82.052,1.7,3.2,34,33.6,928.32,1754.28,811.99,56597,,597.9,,80.483,80.64,81.189,81.66,81.973,82.052,3.3,3.6,3.7,3.5,3.4,3.2,1418.83,1379.25,1434.89,1431.62,1517.12,1614.94,593.23,602.08,627.46,678,709.78,779.11,,,,,,,4.5,4.5,4.5,4.5,4.5,4.5,32,33.5,33.5,33.5,34,34,575.6,581.2,581.2,581.2,597.9,597.9,308755.4,313924.1,313924.1,313924.1,319355.9,319355.9,925.75,936.36,937.02,943.26,931.5,927.91,954.23,104845,73991,58251,66322,65131,60259,241,486,79.2,81.6,27.7,-3662,0,32.88,0,0.41,0,0,0,0,0,0,0,139.34,,0,,97.82,-4872
67,2007년 7월,4.75,323104.6,318753.1,319398.1,82.366,1.2,3.3,32.1,34,918.85,1911.56,764.46,60879,,609.9,,80.64,81.189,81.66,81.973,82.052,82.052,3.6,3.7,3.5,3.4,3.2,3.2,1379.25,1434.89,1431.62,1517.12,1614.94,1754.28,602.08,627.46,678,709.78,779.11,811.99,,,,,,,4.5,4.5,4.5,4.5,4.5,4.5,33.5,33.5,33.5,34,34,34,581.2,581.2,581.2,597.9,597.9,597.9,313924.1,313924.1,313924.1,319355.9,319355.9,319355.9,936.36,937.02,943.26,931.5,927.91,928.32,936.22,73991,58251,66322,65131,60259,56597,236.6,454.8,79.5,82.2,-4.4,4282,0.1,-47.53,0.25,-9.47,3748.7,4399.2,6013.7,0.314,-0.5,-1.9,0.4,157.28,,12,,139.34,-3662
68,2007년 8월,5,323104.6,318753.1,319398.1,82.444,1.2,3.1,32.1,34,933.8,1815.02,777.61,61780,,609.9,,81.189,81.66,81.973,82.052,82.052,82.366,3.7,3.5,3.4,3.2,3.2,3.3,1434.89,1431.62,1517.12,1614.94,1754.28,1911.56,627.46,678,709.78,779.11,811.99,764.46,,,,,,,4.5,4.5,4.5,4.5,4.5,4.75,33.5,33.5,34,34,34,32.1,581.2,581.2,597.9,597.9,597.9,609.9,313924.1,313924.1,319355.9,319355.9,319355.9,323104.6,937.02,943.26,931.5,927.91,928.32,918.85,925.75,58251,66322,65131,60259,56597,60879,227.5,445,79.8,82.6,-9.1,901,-0.2,13.15,0.25,14.95,0,0,0,0.078,0,0,0,-96.54,,0,,157.28,4282
69,2007년 9월,5,323104.6,318753.1,319398.1,82.915,1.2,3,32.1,34,932.41,1879.03,801.55,52626,,609.9,,81.66,81.973,82.052,82.052,82.366,82.444,3.5,3.4,3.2,3.2,3.3,3.1,1431.62,1517.12,1614.94,1754.28,1911.56,1815.02,678,709.78,779.11,811.99,764.46,777.61,,,,,,,4.5,4.5,4.5,4.5,4.75,5,33.5,34,34,34,32.1,32.1,581.2,597.9,597.9,597.9,609.9,609.9,313924.1,319355.9,319355.9,319355.9,323104.6,323104.6,943.26,931.5,927.91,928.32,918.85,933.8,936.36,66322,65131,60259,56597,60879,61780,236.2,463,80.2,83.4,8.7,-9154,-0.1,23.94,0,-1.39,0,0,0,0.471,0,0,0,64.01,,0,,-96.54,901
70,2007년 10월,5,330073.8,322265.2,321277,83.072,2.2,3,33.4,34.2,915.86,2004.55,755.69,75305,,630.1,,81.973,82.052,82.052,82.366,82.444,82.915,3.4,3.2,3.2,3.3,3.1,3,1517.12,1614.94,1754.28,1911.56,1815.02,1879.03,709.78,779.11,811.99,764.46,777.61,801.55,,,,,,,4.5,4.5,4.5,4.75,5,5,34,34,34,32.1,32.1,32.1,597.9,597.9,597.9,609.9,609.9,609.9,319355.9,319355.9,319355.9,323104.6,323104.6,323104.6,931.5,927.91,928.32,918.85,933.8,932.41,937.02,65131,60259,56597,60879,61780,52626,235.2,470,80.6,84,-1,22679,0,-45.86,0,-16.55,6969.2,3512.1,1878.9,0.157,1,1.3,0.2,125.52,,20.2,,64.01,-9154
71,2007년 11월,5,330073.8,322265.2,321277,83.072,2.2,3,33.4,34.2,916.98,1924.84,722.26,74921,,630.1,,82.052,82.052,82.366,82.444,82.915,83.072,3.2,3.2,3.3,3.1,3,3,1614.94,1754.28,1911.56,1815.02,1879.03,2004.55,779.11,811.99,764.46,777.61,801.55,755.69,,,,,,,4.5,4.5,4.75,5,5,5,34,34,32.1,32.1,32.1,33.4,597.9,597.9,609.9,609.9,609.9,630.1,319355.9,319355.9,323104.6,323104.6,323104.6,330073.8,927.91,928.32,918.85,933.8,932.41,915.86,943.26,60259,56597,60879,61780,52626,75305,238.2,483.2,81.1,84.8,3,-384,0,-33.43,0,1.12,0,0,0,0,0,0,0,-79.71,,0,,125.52,22679
72,2007년 12월,5,330073.8,322265.2,321277,83.386,2.2,3.1,33.4,34.2,930.24,1903.99,667.12,69932,,630.1,,82.052,82.366,82.444,82.915,83.072,83.072,3.2,3.3,3.1,3,3,3,1754.28,1911.56,1815.02,1879.03,2004.55,1924.84,811.99,764.46,777.61,801.55,755.69,722.26,,,,,,,4.5,4.75,5,5,5,5,34,32.1,32.1,32.1,33.4,33.4,597.9,609.9,609.9,609.9,630.1,630.1,319355.9,323104.6,323104.6,323104.6,330073.8,330073.8,928.32,918.85,933.8,932.41,915.86,916.98,931.5,56597,60879,61780,52626,75305,74921,247.7,492.7,81.3,85.3,9.5,-4989,0.1,-55.14,0,13.26,0,0,0,0.314,0,0,0,-20.85,,0,,-79.71,-384
73,2008년 1월,5,331402,319817.7,320608.2,83.777,0.4,3.3,33.7,33.2,942.39,1732.29,647.38,71866,49297732,641.7,,82.366,82.444,82.915,83.072,83.072,83.386,3.3,3.1,3,3,3,3.1,1911.56,1815.02,1879.03,2004.55,1924.84,1903.99,764.46,777.61,801.55,755.69,722.26,667.12,,,,,,,4.75,5,5,5,5,5,32.1,32.1,32.1,33.4,33.4,33.4,609.9,609.9,609.9,630.1,630.1,630.1,323104.6,323104.6,323104.6,330073.8,330073.8,330073.8,918.85,933.8,932.41,915.86,916.98,930.24,927.91,60879,61780,52626,75305,74921,69932,241.3,478.2,81.7,86.2,-6.4,1934,0.2,-19.74,0,12.15,1328.2,-2447.5,-668.8,0.391,-1.8,0.3,-1,-171.7,,11.6,,-20.85,-4989
74,2008년 2월,5,331402,319817.7,320608.2,84.092,0.4,3.5,33.7,33.2,944.69,1689.53,627.49,66784,49329973,641.7,,82.444,82.915,83.072,83.072,83.386,83.777,3.1,3,3,3,3.1,3.3,1815.02,1879.03,2004.55,1924.84,1903.99,1732.29,777.61,801.55,755.69,722.26,667.12,647.38,,,,,,,5,5,5,5,5,5,32.1,32.1,33.4,33.4,33.4,33.7,609.9,609.9,630.1,630.1,630.1,641.7,323104.6,323104.6,330073.8,330073.8,330073.8,331402,933.8,932.41,915.86,916.98,930.24,942.39,928.32,61780,52626,75305,74921,69932,71866,248,486.6,82.1,86.9,6.7,-5082,0.2,-19.89,0,2.3,0,0,0,0.315,0,0,0,-42.76,32241,0,,-171.7,1934
75,2008년 3월,5,331402,319817.7,320608.2,84.876,0.4,3.4,33.7,33.2,979.86,1651.15,647.78,82255,49324670,641.7,,82.915,83.072,83.072,83.386,83.777,84.092,3,3,3,3.1,3.3,3.5,1879.03,2004.55,1924.84,1903.99,1732.29,1689.53,801.55,755.69,722.26,667.12,647.38,627.49,,,,,,,5,5,5,5,5,5,32.1,33.4,33.4,33.4,33.7,33.7,609.9,630.1,630.1,630.1,641.7,641.7,323104.6,330073.8,330073.8,330073.8,331402,331402,932.41,915.86,916.98,930.24,942.39,944.69,918.85,52626,75305,74921,69932,71866,66784,263.5,502.5,83,88.7,15.5,15471,-0.1,20.29,0,35.17,0,0,0,0.784,0,0,0,-38.38,-5303,0,,-42.76,-5082
76,2008년 4월,5,333136.8,319443.8,318836.2,85.347,0.5,3.2,35,33.5,986.66,1776.58,649.49,90011,49355153,660.8,,83.072,83.072,83.386,83.777,84.092,84.876,3,3,3.1,3.3,3.5,3.4,2004.55,1924.84,1903.99,1732.29,1689.53,1651.15,755.69,722.26,667.12,647.38,627.49,647.78,,,,,,,5,5,5,5,5,5,33.4,33.4,33.4,33.7,33.7,33.7,630.1,630.1,630.1,641.7,641.7,641.7,330073.8,330073.8,330073.8,331402,331402,331402,915.86,916.98,930.24,942.39,944.69,979.86,933.8,75305,74921,69932,71866,66784,82255,273.7,532.5,84,90.7,10.2,7756,-0.2,1.71,0,6.8,1734.8,-373.9,-1772,0.471,0.1,1.3,0.3,125.43,30483,19.1,,-38.38,15471
77,2008년 5월,5,333136.8,319443.8,318836.2,86.052,0.5,3.1,35,33.5,1036.73,1846.75,619.33,77417,49380296,660.8,,83.072,83.386,83.777,84.092,84.876,85.347,3,3.1,3.3,3.5,3.4,3.2,1924.84,1903.99,1732.29,1689.53,1651.15,1776.58,722.26,667.12,647.38,627.49,647.78,649.49,,,,,,,5,5,5,5,5,5,33.4,33.4,33.7,33.7,33.7,35,630.1,630.1,641.7,641.7,641.7,660.8,330073.8,330073.8,331402,331402,331402,333136.8,916.98,930.24,942.39,944.69,979.86,986.66,932.41,74921,69932,71866,66784,82255,90011,273.3,552.9,84.8,92.1,-0.4,-12594,-0.1,-30.16,0,50.07,0,0,0,0.705,0,0,0,70.17,25143,0,,125.43,7756
78,2008년 6월,5,333136.8,319443.8,318836.2,86.601,0.5,3.1,35,33.5,1029.27,1758.17,536.92,77084,49387462,660.8,,83.386,83.777,84.092,84.876,85.347,86.052,3.1,3.3,3.5,3.4,3.2,3.1,1903.99,1732.29,1689.53,1651.15,1776.58,1846.75,667.12,647.38,627.49,647.78,649.49,619.33,,,,,,,5,5,5,5,5,5,33.4,33.7,33.7,33.7,35,35,630.1,641.7,641.7,641.7,660.8,660.8,330073.8,331402,331402,331402,333136.8,333136.8,930.24,942.39,944.69,979.86,986.66,1036.73,915.86,69932,71866,66784,82255,90011,77417,261.5,557.7,85.7,93.7,-11.8,-333,0,-82.41,0,-7.46,0,0,0,0.549,0,0,0,-88.58,7166,0,,70.17,-12594
79,2008년 7월,5,335854.8,318949.2,317404.7,87.229,0.8,3.1,36.7,33.1,1019.12,1569.6,507.14,78684,49416162,675,,83.777,84.092,84.876,85.347,86.052,86.601,3.3,3.5,3.4,3.2,3.1,3.1,1732.29,1689.53,1651.15,1776.58,1846.75,1758.17,647.38,627.49,647.78,649.49,619.33,536.92,,,,,,,5,5,5,5,5,5,33.7,33.7,33.7,35,35,35,641.7,641.7,641.7,660.8,660.8,660.8,331402,331402,331402,333136.8,333136.8,333136.8,942.39,944.69,979.86,986.66,1036.73,1029.27,916.98,71866,66784,82255,90011,77417,77084,237.2,558.7,86.4,94.6,-24.3,1600,0,-29.78,0,-10.15,2718,-494.6,-1431.5,0.628,0.3,1.7,-0.4,-188.57,28700,14.2,,-88.58,-333
80,2008년 8월,5.25,335854.8,318949.2,317404.7,87.072,0.8,3.1,36.7,33.1,1041.54,1537.55,444.16,58913,49441742,675,,84.092,84.876,85.347,86.052,86.601,87.229,3.5,3.4,3.2,3.1,3.1,3.1,1689.53,1651.15,1776.58,1846.75,1758.17,1569.6,627.49,647.78,649.49,619.33,536.92,507.14,,,,,,,5,5,5,5,5,5,33.7,33.7,35,35,35,36.7,641.7,641.7,660.8,660.8,660.8,675,331402,331402,333136.8,333136.8,333136.8,335854.8,944.69,979.86,986.66,1036.73,1029.27,1019.12,930.24,66784,82255,90011,77417,77084,78684,221.1,566.5,86.8,95,-16.1,-19771,0,-62.98,0.25,22.42,0,0,0,-0.157,0,0,0,-32.05,25580,0,,-188.57,1600
81,2008년 9월,5.25,335854.8,318949.2,317404.7,87.151,0.8,3,36.7,33.1,1130.4,1446.56,348.31,57475,49469003,675,,84.876,85.347,86.052,86.601,87.229,87.072,3.4,3.2,3.1,3.1,3.1,3.1,1651.15,1776.58,1846.75,1758.17,1569.6,1537.55,647.78,649.49,619.33,536.92,507.14,444.16,,,,,,,5,5,5,5,5,5.25,33.7,35,35,35,36.7,36.7,641.7,660.8,660.8,660.8,675,675,331402,333136.8,333136.8,333136.8,335854.8,335854.8,979.86,986.66,1036.73,1029.27,1019.12,1041.54,942.39,82255,90011,77417,77084,78684,58913,204.8,573.6,87.2,95.4,-16.3,-1438,-0.1,-95.85,0,88.86,0,0,0,0.079,0,0,0,-90.99,27261,0,,-32.05,-19771
82,2008년 10월,4.25,324825.7,308136.4,309824.5,87.072,-3.3,3,29.2,34,1326.92,1201.7,310.48,62073,49495874,683.6,,85.347,86.052,86.601,87.229,87.072,87.151,3.2,3.1,3.1,3.1,3.1,3,1776.58,1846.75,1758.17,1569.6,1537.55,1446.56,649.49,619.33,536.92,507.14,444.16,348.31,,,,,,,5,5,5,5,5.25,5.25,35,35,35,36.7,36.7,36.7,660.8,660.8,660.8,675,675,675,333136.8,333136.8,333136.8,335854.8,335854.8,335854.8,986.66,1036.73,1029.27,1019.12,1041.54,1130.4,944.69,90011,77417,77084,78684,58913,57475,187.4,557.9,87.2,95.4,-17.4,4598,0,-37.83,-1,196.52,-11029.1,-10812.8,-7580.2,-0.079,-4.1,-7.5,0.9,-244.86,26871,8.6,,-90.99,-1438
83,2008년 11월,4,324825.7,308136.4,309824.5,86.837,-3.3,3,29.2,34,1390.09,1073.95,324.98,48565,49516085,683.6,,86.052,86.601,87.229,87.072,87.151,87.072,3.1,3.1,3.1,3.1,3,3,1846.75,1758.17,1569.6,1537.55,1446.56,1201.7,619.33,536.92,507.14,444.16,348.31,310.48,,,,,,,5,5,5,5.25,5.25,4.25,35,35,36.7,36.7,36.7,29.2,660.8,660.8,675,675,675,683.6,333136.8,333136.8,335854.8,335854.8,335854.8,324825.7,1036.73,1029.27,1019.12,1041.54,1130.4,1326.92,979.86,77417,77084,78684,58913,57475,62073,206,618.2,86.8,94.8,18.6,-13508,0,14.5,-0.25,63.17,0,0,0,-0.235,0,0,0,-127.75,20211,0,,-244.86,4598
84,2008년 12월,3,324825.7,308136.4,309824.5,86.837,-3.3,3.3,29.2,34,1373.84,1114.9,355.1,47428,49540367,683.6,,86.601,87.229,87.072,87.151,87.072,86.837,3.1,3.1,3.1,3,3,3,1758.17,1569.6,1537.55,1446.56,1201.7,1073.95,536.92,507.14,444.16,348.31,310.48,324.98,,,,,,,5,5,5.25,5.25,4.25,4,35,36.7,36.7,36.7,29.2,29.2,660.8,675,675,675,683.6,683.6,333136.8,335854.8,335854.8,335854.8,324825.7,324825.7,1029.27,1019.12,1041.54,1130.4,1326.92,1390.09,986.66,77084,78684,58913,57475,62073,48565,222.6,627.4,86.1,93.5,16.6,-1137,0.3,30.12,-1,-16.25,0,0,0,0,0,0,0,40.95,24282,0,,-127.75,-13508
